Unnamed: 0,category,type,prompt,difficulty,keywords,length
131,시나리오,상황극/역할극,장소 '어두운 저택'에서 주인과 손님이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['모래바람', '빗방울', '라디오']",119
132,시나리오,상황극/역할극,장소 '유적지 폐허'에서 불편한 관계의 친척이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['라디오', '초승달', '깊은 숲']",78
133,시나리오,상황극/역할극,장소 '광활한 초원'에서 동물과 인간이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['유리병', '얼음', '어둠']",121
134,시나리오,상황극/역할극,장소 '지하철 플랫폼'에서 우연히 만난 관광객이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['손수건', '전화벨', '고요']",93
135,시나리오,상황극/역할극,장소 '불 꺼진 카지노'에서 범죄자와 경찰이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['낡은 지도', '버려진 가방', '붉은 실']",135
136,시나리오,상황극/역할극,장소 '거대한 도서관'에서 감옥 동료이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['책장', '종이조각', '불씨']",94
137,시나리오,상황극/역할극,장소 '사막 한가운데'에서 군인 둘이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['손수건', '종소리', '형광등']",53
138,시나리오,상황극/역할극,장소 '포장마차 앞'에서 비밀을 공유한 친구들이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['낡은 우산', '돌담', '촛대']",107
139,시나리오,상황극/역할극,장소 '빈 강의실'에서 악마와 계약자이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['유리병', '바람결', '손수건']",83
140,시나리오,상황극/역할극,장소 '눈 내리는 광장'에서 서로 모르는 승객이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['달빛', '손수건', '종이조각']",123
141,시나리오,상황극/역할극,장소 '빛의 정원'에서 서커스 단원들이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['마이크', '붉은 실', '돌담']",62
142,시나리오,상황극/역할극,장소 '불꽃놀이 축제장'에서 경쟁자이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['거미줄', '강바람', '별똥별']",148
143,시나리오,상황극/역할극,장소 '거센 폭우 속 거리'에서 정체를 숨긴 두 사람이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['깊은 숲', '종이조각', '발자국']",51
144,시나리오,상황극/역할극,장소 '캠프파이어 주변'에서 불운한 모험가 둘이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['검은 천', '유리병', '눈발']",121
145,시나리오,상황극/역할극,장소 '버려진 놀이공원'에서 기억을 나눈 두 사람이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['은빛 실', '눈발', '책장']",124
146,시나리오,상황극/역할극,장소 '불 꺼진 카지노'에서 낯선 남녀이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['불빛', '얼음', '종이배']",138
147,시나리오,상황극/역할극,장소 '사라진 도서관'에서 경찰과 용의자이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['종소리', '붉은 꽃', '전화벨']",98
148,시나리오,상황극/역할극,장소 '빛나는 동굴'에서 저주받은 사람과 구원자이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['눈발', '유리창', '사라진 목소리']",60
149,시나리오,상황극/역할극,장소 '폐가 앞마당'에서 협력하는 동료들이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['거미줄', '눈발', '별빛']",118
150,시나리오,상황극/역할극,장소 '어두운 지하철역'에서 상사와 부하이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['손수건', '바람소리', '지갑']",61
151,시나리오,상황극/역할극,장소 '폐가 앞마당'에서 지휘관과 부하이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['하얀 연기', '초승달', '바람결']",59
152,시나리오,상황극/역할극,장소 '한밤의 산책로'에서 낯선 외계인과 인간이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['불빛', '돌계단', '흐린 하늘']",68
153,시나리오,상황극/역할극,장소 '사라진 도서관'에서 사냥꾼과 짐승이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['타자기', '고요', '책갈피']",105
154,시나리오,상황극/역할극,장소 '사라진 유원지'에서 사냥꾼과 짐승이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['모래시계', '초인종', '별빛']",67
155,시나리오,상황극/역할극,장소 '지하 세계'에서 비밀조직 동료이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['거친 바람', '철문', '열쇠']",89
156,시나리오,상황극/역할극,장소 '거대한 도서관'에서 우연히 만난 관광객이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['초콜릿', '유리병', '바다향기']",99
157,시나리오,상황극/역할극,장소 '어두운 지하철역'에서 적국 출신 두 사람이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['신호등', '불씨', '붉은 꽃']",80
158,시나리오,상황극/역할극,장소 '바닷가 방파제'에서 로봇과 조종사이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['책상', '담요', '거울']",53
159,시나리오,상황극/역할극,장소 '해변의 등대'에서 의사와 환자이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['새벽빛', '강풍', '별똥별']",110
160,시나리오,상황극/역할극,장소 '불 꺼진 극장'에서 선생과 제자이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['모닥불', '불꽃놀이', '벽시계']",102
161,시나리오,상황극/역할극,장소 '사막 한가운데'에서 술 취한 친구들이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['불꽃놀이', '흔적', '창문']",113
162,시나리오,상황극/역할극,장소 '빛나는 유성 밭'에서 용병 둘이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['거친 바람', '신호등', '하얀 연기']",63
163,시나리오,상황극/역할극,장소 '지하 세계'에서 라이벌이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['하얀 연기', '등불', '초콜릿']",92
164,시나리오,상황극/역할극,장소 '잃어버린 숲속'에서 선원과 선장이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['하얀 연기', '모닥불', '초승달']",82
165,시나리오,상황극/역할극,장소 '검은 호수 근처'에서 여행 중인 두 사람이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['흔들리는 의자', '강물', '칼날']",58
166,시나리오,상황극/역할극,장소 '폭풍 속 선박'에서 도둑과 추적자이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['포장마차', '손전등', '우편함']",70
167,시나리오,상황극/역할극,장소 '검은 호수 근처'에서 낯선 외계인과 인간이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['가로등', '종이컵', '하얀 천']",108
168,시나리오,상황극/역할극,장소 '동틀 무렵의 호수'에서 군인 둘이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['붉은 꽃', '사슬', '흔들리는 의자']",63
169,시나리오,상황극/역할극,장소 '비밀 실험실'에서 무인도 생존자들이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['유리창', '종이봉투', '흐린 하늘']",75
170,시나리오,상황극/역할극,장소 '폐허 도시 광장'에서 왕자와 호위병이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['검은 천', '바람소리', '초콜릿']",51
171,시나리오,상황극/역할극,장소 '황량한 사막'에서 낯선 두 사람이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['어둠', '종이조각', '버려진 가방']",118
172,시나리오,상황극/역할극,장소 '거대한 도서관'에서 선원과 선장이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['검은 천', '바람결', '사라진 목소리']",56
173,시나리오,상황극/역할극,장소 '거센 폭우 속 거리'에서 낯선 두 사람이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['고양이', '깃발', '시계초침']",147
174,시나리오,상황극/역할극,장소 '거대한 도서관'에서 수학 교사와 학생이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['빗방울', '열쇠', '형광등']",80
175,시나리오,상황극/역할극,장소 '은하수를 배경으로 한 우주선'에서 분노한 고객과 점원이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['노을', '검은 천', '잔디']",128
176,시나리오,상황극/역할극,장소 '폐가 앞마당'에서 서커스 단원들이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['노란 조명', '하얀 연기', '돌담']",82
177,시나리오,상황극/역할극,장소 '하늘 위 구름다리'에서 서커스 단원들이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['은빛 실', '철문', '별똥별']",147
178,시나리오,상황극/역할극,장소 '낡은 서점'에서 아이와 보호자이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['노란 조명', '동전', '초인종']",73
179,시나리오,상황극/역할극,장소 '달리는 기차 안'에서 유령과 인간이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['책상', '붉은 실', '강바람']",61
180,시나리오,상황극/역할극,장소 '빛바랜 교회'에서 비밀을 공유한 친구들이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['별빛', '낡은 지도', '어둠']",107
181,시나리오,상황극/역할극,장소 '불타는 마을'에서 사제와 신자이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['빗방울', '촛불', '낙엽']",126
182,시나리오,상황극/역할극,장소 '어두운 저택'에서 같은 팀 스포츠 선수들이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['강물', '흔들리는 의자', '바람소리']",64
183,시나리오,상황극/역할극,장소 '달빛 아래 강가'에서 괴물과 피해자이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['하얀 연기', '낡은 신발', '버려진 상자']",105
184,시나리오,상황극/역할극,장소 '빛나는 동굴'에서 불운한 모험가 둘이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['깃발', '불빛', '붉은 꽃']",131
185,시나리오,상황극/역할극,장소 '저녁 노을 언덕'에서 무인도 생존자들이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['붉은 실', '하얀 연기', '동전']",134
186,시나리오,상황극/역할극,장소 '하얀 모래사장'에서 주인과 손님이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['라디오', '바다향기', '손수건']",129
187,시나리오,상황극/역할극,장소 '무너진 다리'에서 라이벌이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['벽화', '바다향기', '칼날']",139
188,시나리오,상황극/역할극,장소 '사라진 터널'에서 왕자와 호위병이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['사슬', '새벽빛', '동전']",66
